__label__4	报 活动 SPU 哪里 查找
__label__5	什么 是 仓储 费
__label__0	定 制品 发货 时间 设置
__label__5	在 哪里 看 账户 余额
__label__1	如何 才能 开通 小金库
__label__5	如何 导出 上 月 结算 明细
__label__0	固定 发货 时效 怎么 选择
__label__0	卖家 怎么 报备 延迟 发货
__label__5	如何 查看 后台 提款 金额
__label__0	如果 周六 和 周日 不 发货 怎么 设置
__label__5	京东 钱包 可 用于 购物 吗 ？
__label__9	拼团 活动 在 哪儿
__label__5	我 怎么 查询 10 月份 未 确认 收货 的 订单 金额 呢
__label__5	京东 技术 服务费 是 多少
__label__0	商家 未 按 约定 时间 发货 怎么 赔付
__label__4	报名 的   裂分 广告   为什么 还 没有 审核 通过 的 呢  
__label__4	3 免一 的 活动 的 商品 设置 到 付能 改 在线 支付 吗
__label__4	综合 活动 是 根据 哪些 数据 排 的
__label__1	要 提现 企业 金库 里面 的 钱 ， 京东 有没有 什么 限制
__label__0	未 发货 赔偿 多少
__label__9	已 创建 拼购 怎么 删除
__label__6	京东 是不是 一个 店 只能 卖 一种 品牌 ？
__label__6	品牌 资质 问题 要 审核 多久
__label__6	旗舰店 授权 模板 在 哪 下载
__label__4	如何 查看 已 报名 过期 活动
__label__0	快递 时效 模板 怎么 修改
__label__5	怎样 提现
__label__5	账户 结算 时 几号 到 几号
__label__5	FCS 店铺 模式 是 怎么 结算
__label__5	收款 账户 绑定 后 还 能 改 吗
__label__4	想要 报名 活动 的 促销 编码 是 什么
__label__5	京东 代收 的 配送费 结算 在 哪里 查询
__label__0	京东 超过 48 小时 未揽件 会 怎么样
__label__6	可以 加 童车 的 品牌 吗
__label__5	结算 管理 中 没有 结算 数据 下载 了 ？
__label__6	同一个 品牌 的 产品 ， 部分 是 进口 的 ， 部分 是 国产 的 ， 申请 新增 品牌 怎么 操作
__label__0	承诺 配送 时效 模板 如何 删除
__label__1	小金库 要 怎么 注销 呢
__label__4	报名 不了
__label__1	小金库 的 钱 如何 拿 出来 花
__label__5	我们 店铺 钱包 显示 有 账户 资金 倒挂 为什么
__label__4	  食品 618 的 活动 力度 方式 这些 出来 了 吗  
__label__3	品牌 聚效 投放 能 看到 的 整体 出价 情况 么
__label__6	怎么 变更 品牌
__label__6	品牌 名称 怎么 修改
__label__5	如何 查看 订单 结算 到 账 时间
__label__5	怎么 操作 提现
__label__9	如何 取消 拼团 设置
__label__5	如何 查看 明细
__label__5	待 确认 收货 货款 在 哪里 查看
__label__5	回款 从 哪里 查询
__label__5	t + 1 怎么 操作 收钱
__label__1	京东 金库 里面 的 钱 是 会 消失 的 吗
__label__5	钱包 提现 操作 是 怎么 操作 的
__label__0	平均 揽件 时长 怎么 计算 的
__label__3	品牌 聚效 今日 订单 金额 是 实时 的 吗
__label__5	请问 一下 结算 单里 的 技术 服务费 是 什么 呢
__label__4	  满减 促销 可以 设置 优惠 数量 吗  
__label__0	请问 怎么 看 自己 店铺 的 揽件 时效 ？
__label__9	拼购 活动 终止 多久 能 创建 新 的
__label__5	京东 钱包 企业 版 在 哪 下载
__label__5	怎么 看不到 货款
__label__2	拼购 待 成团 订单 怎么 查看
__label__4	参加 活动 的 商品 可以 修改 吗
__label__0	设置 配送 时效 模板
__label__6	店铺 是 每个 产品 都 需要 质检 报告 吗
__label__5	钱 必须 要 到 公司 账户 上 吗 ？
__label__0	Promise 时效 设置
__label__9	拼购 新 商家 怎么 没有 活动 报名 入口
__label__0	订单 一直 未 发货 ， 会 影响 店铺 整体 揽件 时间 吗
__label__5	一个 企业 可以 有 多个 京东 钱包 吗
__label__6	品牌 英文名 填写 错误 怎么办
__label__5	京东 商家 实时 技术 服务费
__label__5	这个 店铺 是 怎么 结算 的 呢
__label__5	交易 记录 在 哪里
__label__4	营销 活动 提报
__label__6	品牌 申请 填错 信息 怎么 修改 ？
__label__4	官方 活动 报名 和 行业 活动 的 区别
__label__0	延迟 发货 审核 要 多久
__label__3	我 的 品牌 聚效 怎么 没 展现
__label__9	专营店 参加 京东 拼购 活动 能 选择 没有 评价 的 商品 吗
__label__0	延迟 发货 的 订单 怎么 处理
__label__0	我们 这边 有 一个 单 因为 联系 不上 所以 报备 延迟 发货 你们 这里 可以 吗
__label__6	申请 新 品牌 需要 几天
__label__0	怎么 更改 发货 公司
__label__5	T + 1 模式 是 什么 意思
__label__5	如何 把 京东 的 钱 提出 来
__label__6	授权 模板 在 哪里 下载
__label__4	这个 怎么 报名
__label__8	售后 客服 如何 开通 京东 直赔 权限
__label__6	入驻 京东 修改 品牌 资质
__label__9	拼购 ID   在 哪里 看
__label__9	拼购 id 怎么 生成
__label__6	系统 后台   品牌 审核 要 多长时间
__label__5	如何 查看 待 确认 金额
__label__5	钱包 提现 的 收款 银行 账户 必须 在 主体 人 名下 吗
__label__5	已 完成 订单 在 哪里 收款
__label__5	订单 为何 一直 不 结算
__label__0	我 的 店铺 延迟 发货 报备 为什么 没有 通过 ？
__label__6	这边 香水 是 诱芷 的 品牌 的 ， 能 麻烦 通过 下 审核 吗
__label__1	小金库 的 钱 能 体现 吗
__label__2	在 那里 可以 看到 客户 的 拼 购单
__label__6	质检 报告 有效期
__label__3	为什么 京选 店铺 我 设置 完 之后 ， 没有 花费
__label__9	创建 拼购 链接
__label__4	报名 参加 的 平台 促销 活动 审核 要 多久
__label__5	收入 在 哪里 查询
__label__2	拼团 的 订单 不 可以 追加 评价 吗
__label__5	在 后台 订单 中 ， 结算 金额 怎么 会 比 应付 金额 少
__label__2	从 哪里 查看 拼购 订单 呢
__label__6	我 想 问 一下 ， 咱们 京东 的 质检 报告 具体 要 检测 商品 的 什么 东西
__label__5	为什么 导出 的 月 账单 明细 里面 是 空 的       什么 也 没有
__label__0	此单 那 我 能 不能 提交 延迟 发货 的 申请 吗 啊
__label__9	拼购 报名 后 产品 是 展示 在 哪里 的
__label__6	怎么 删除 品牌 呢 ？
__label__5	冻结资金 在 哪里 解冻
__label__5	客户 确认 收货 后 商家 多久 能 到 账
__label__5	京东 钱包 账号 不 记得 了  
__label__5	如何 看 结算 单单 号 啊
__label__5	商户 中心 在 哪 ？
__label__0	延迟 发货 预警 会 被 扣分 吗
__label__5	提现 说 我 欠款 说 我 倒挂 什么 梗
__label__0	备注 延迟 发货 联系 不上 客户
__label__6	怎么 关闭 入驻 的 品牌
__label__4	一 链接 两个 sku 报名 活动 ， 坑产 是 两个 sku 都 算 还是 只算 一个 的
__label__1	小金库 之间 可以 互相 转账 吗
__label__5	仓储 费 怎么 查
__label__6	品牌 申请     专利证书 放 哪里 ？
__label__5	货款 怎么 提倒 京东 钱包 中 去
__label__9	拼购 可以 删除 吗
__label__0	承诺 配送 时效 怎么 改不了 呢
__label__5	在 哪里 查 帐户 金额
__label__6	品牌 到期日 怎么 查看
__label__0	订单 要求 多长时间 之内 发货
__label__9	拼购 是 只能 拼同个 商品 吗 ？
__label__5	货款 资金 能 不能 进入 到 个人账户 呢
__label__0	怎么 设置 配送 时效
__label__0	清明 发货 时效
__label__5	交易 完成 后 的 订单 如何 操作
__label__4	活动 后台 显示 已 报名 ， 在 活动 中 ， 但是 前台 没有 显示
__label__5	代收 货款 服务费 是 多少
__label__4	报名 的 活动 在 哪里 看到
__label__6	品牌 资质 未审核 ， 催 一次 啊
__label__5	钱包 结算 哪里 打开
__label__0	为什么 每天 都 提示 发货 预警
__label__0	为什么 春节 发货 时效 设置 不了 ？
__label__6	品牌 申请 要 审核 多久 ？
__label__9	拼 购价 在 哪里 设置 ？
__label__5	我要 导出 上个月 的 明细账 单 ，  
__label__0	怎么 关闭 承诺 派送 时效
__label__5	企业 帐号 钱包 怎么 不能 登录 了
__label__4	请问 哪里 查看 活动 的 erp 码 ？
__label__5	钱包 商户 号 是 什么
__label__6	品牌 是 怎么 回事儿
__label__4	活动 审核 要 多久 ？
__label__6	品牌 资质 审核 能 加急 吗
__label__5	京东 的 钱 都 是 去 了 企业 钱包 的 吗
__label__5	你好 ， 京东 钱包 密码 忘记 了 ， 请问 怎么办
__label__0	未 按 要求 发货 的 处罚
__label__0	发布 商品 如何 设置 3 天内 发货
__label__6	官方 旗舰店 需要 授权书 吗
__label__5	怎么 开通 T + 1 结算 对账
__label__5	FCS 自营 ， 可以 开通 T + 1   结算 吗
__label__0	节假日 延迟 发货 怎么 设置
__label__4	平台 活动 退出
__label__2	怎么 拼购 活动 写 了 2 个人 成团 的 ， 为什么 一个 人 还 能 成功 呢
__label__0	怎么 设置 大件 商品 发货 时间
__label__2	如果 其中 一人 取消 了 拼购 订单 ， 另 一个 人 的 订单 会 怎么样
__label__0	  当日 发 怎么 开通  
__label__6	为什么 品牌 资质 提交 了 好 几天 都 还 没有 申核 是 怎么回事
__label__0	商家 配送 时效 标识 服务 打开 以后 怎么 关闭
__label__4	提报 活动 时 商品 链接 怎么 填写
__label__6	品牌 商标注册 人 需要 填 身份证号 吗
__label__8	这边 是 有 要求 过 里面 赔付 的
__label__4	  商家 严重 违规 扣分 达到 25 分时 ， 将 被 限制 几天 不能 报名 参加 京东 开放平台 的 营销 活动  
__label__5	怎么 查 到 企业 钱包
__label__9	拼购 是 在 那里 设置
__label__0	承诺 时效 设置
__label__4	京东 三免 一 的 pc 端 有 模板 么
__label__6	在 哪里 上传 产品 清单
__label__0	怎么 申请 延时 发货
__label__5	  客户 确认 收货 后 多久 能 提现  
__label__0	定制 产品 需要 延迟 发货 报备 吗 ？
__label__6	这边 有个 品牌 需要 删除 ， 怎么 操作
__label__5	多个 京东 店铺 账户   ， 京东 钱包 如何 关联 一起  
__label__0	自主 商家 发货 时效 是 多久
__label__4	618 什么 时候 报名
__label__5	我们 收到 的 货款 比 后台 显示 的 会 少个 几毛钱 ， 这 是 扣 的 什么 费 呢
__label__5	往期 结算 管理 怎么 查 以前 月份 的
__label__6	申请 品牌 入口 在 哪里
__label__0	延时 发货 报备 运营 审核 时间 是 多少 久 呢 ？
__label__0	仓库 调整 不 发货 ， 怎么 报备
__label__9	商家 微店 的 拼团 活动 在 哪 展现 的 呢
__label__4	  618 活动 报名 了 ， 可以 退出 重新 报名 吗  
__label__5	利润 怎么 算 ？
__label__6	销售 授权书 是 什么 意思
__label__6	新增 品牌 审核 要 多久
__label__3	品牌 展位 怎么 收费
__label__0	下 定单 后 多久 没 发货 算 延时 发货
__label__2	京东 拼购 发货 规则
__label__6	专营店 授权书 格式 有 吗
__label__5	京东 钱包 账户 忘记 了
__label__5	怎么 看 账户 余额
__label__3	我 在 品牌 聚效 上 投放 了 一些 词 为啥 没有 出来
__label__4	商家 能 报名 哪些 活动
__label__5	无法 查询 账单
__label__5	技术 服务费 都 有 哪些
__label__0	怎么 设置 发货 时间
__label__0	京东 的 咚咚 卡片 ， 延迟 发货 在 哪里 ？
__label__6	  品牌 资质 通过 审核 了 ， 待售 商品 还 显示 品牌 资质 不过关 ， 为什么 ？
__label__4	如何 部分 商品 报名 活动
__label__9	印章 可以 做 拼购 吗 ？
__label__6	申请 新 品牌 的 资料 需要 盖 开店 公司 的 章 吗
__label__5	京东 钱包 怎么 操作
__label__5	京东 卖 的 钱 要 怎么弄 到 银行卡 上
__label__5	下 周六 从 京东 钱包 提现 到 对公 账户 上能 当天 到 账 吗
__label__5	保价 费 呢 是 怎么 收 的 呢
__label__5	商家 如何 体现 ？
__label__6	  品牌 LOGO 修改  
__label__8	客服 怎么 申请 赔付 流程
__label__5	我 在 哪里 可以 查询 结算 货款 呢
__label__5	综合 对账 查询 中待 结算 是 什么 意思
__label__9	京东 拼购 电话 客服
__label__9	同 一件 商品 设置 拼购 的 时效 是 多久 ？
__label__6	专营店 的 授权书 和 专卖店 的 授权书 一样 吗
__label__5	请问 怎么 收款
__label__5	  为什么 导出 的 月 账单 明细 里面 是 空 的    
__label__0	承诺 配送 时效 如果 何 设置 在 前台 展示 到达 时间
__label__6	品牌 资质 更新 后 怎么 重新 上架 商品
__label__9	拼购 客服 电话 多少
__label__0	出库 的 多久 内揽件
__label__6	怎么 看 品牌 名
__label__9	拼购 店 拼购 时间 怎么 设置
__label__6	商标 公证书 如何 上传
__label__0	发货 预警 显示 有 订单 超时 ， 但是 实际上 已经 是 发出 去 了 的 ，
__label__8	15 天 价格 保护 设置
__label__9	拼购 管理 在 哪
__label__5	京东 结算 单 服务 市场 服务费 是 什么
__label__5	什么   是 商户 号
__label__9	拼购 独立 了 吗
__label__5	从 哪里 看到 我 是 月 结 还是 t + 1 呢
__label__9	  京东 拼购   的 活动 利益 点 是 什么
__label__0	请问 催 单类 补偿 超期 发货 的 赔偿标准 是 什么 ？
__label__6	  为什么 我们 店铺 申请 的 品牌 授权 一直 不 通过 呢 ？  
__label__6	我家 店铺 授权 的 品牌 到期 了 ， 在 哪 续期
__label__5	结算 的 金额 怎么 查
__label__0	不 按 约定 时间 送达 会 有 处罚 吗
__label__0	最 晚 多久 发货
__label__5	京东 入仓 费用 如何 结算
__label__5	你好 ， 请问 收款 账单 的 单据 类型 那里 ， 费用 项 ： 货款 ， 的 单据 类型 分为 ： 取消 退款 单 ， 售后服务 单 ， 非 销售 单 ， 请问 这 三种 有 什么 区别 ？ 那些 是 当月 的 销售 订单 ， 哪些 不是 当月 的 销售 订单
__label__5	  商家 怎么 结算  
__label__0	不能 及时 发出 ， 顾客 未 回复 怎么 延时 发货 报备
__label__0	客人 已 拍 下 并 付款 ， 要求 我们 半个 月 后 发货 ， 需要 做 怎么样 的 报备 吗
__label__6	品牌 ID 指 的 是 什么
__label__5	京东 钱包 怎么 登录 进去 ？
__label__5	我 如何 用 京东 钱包 的 钱 充值 到京准 通里
__label__4	京东 活动 价是 什么 ？
__label__0	中秋 放假 我们 不 发货 怎么 设置 呢 ？
__label__9	拼购 怎么 还 银行卡
__label__9	拼购 营销 工具 怎么 没有 了
__label__4	为什么 活动 没 到期 就 给 结束 了
__label__5	怎样 导出 月度 结算 单 明细
__label__5	我 的 商户 号 是 多少
__label__5	京东 钱包 账号 是 什么
__label__6	入驻 旗舰店 授权书 文件 在 哪 下载
__label__6	在 哪里 看 品牌 等级
__label__5	我 的 商户 号 在 哪里找 的
__label__5	T + 1 结算 是 什么 呀
__label__6	品牌 管理 授权 为何 未 通过 审核
__label__6	品牌 申请 过后 多长时间 审核
__label__0	发货 时效 设置 在 哪里
__label__5	我 想 看 下 我 账 上 有 多少 钱
__label__1	怎么 搭建 小金库
__label__9	京东 拼购 怎么样 报名
__label__5	代 收付 服务费 是 什么 意思
__label__6	品牌 授权 更新 需要 多长时间
__label__6	其他 品牌 申请 怎么 申请
__label__5	结算 明细 查询 路径 是 什么
__label__0	客户 付款 后 ， 要求 30 天后 发货 ， 商家 怎么 处理
__label__9	拼购 创建 后 不能 关闭 吗 ？
__label__4	我 自己 做 的 活动 跟 京东 推 的 有 哪些 区别 能 介绍 下 吗
__label__0	延迟 发货 可以 延迟 多长时间
__label__0	第三方 商家 发货 时效 是 什么
__label__9	拼购 ID 从 哪里 查看
__label__5	  上 月 保费 总金额 及 费用 明细   在 哪 查询
__label__6	品牌 授权 已 到期 ， 但是 显示 全部 审核 通过 了 怎么回事
__label__7	3 个 月 没有 订单 交易 就 可以 退 保证金 了 是 吗
__label__5	商家 钱包 进不去  
__label__2	拼购 订单 在 哪 查看 呢
__label__4	为什么 我报 的 活动 用 不了
__label__6	品牌 审核 什么 时候 通过
__label__0	未 发货 会 扣钱 吗
__label__5	但 京东 钱包 里 为什么 查不到 明细
__label__0	快递 承诺 时效 设置
__label__4	什么 事 超级 品类 日
__label__6	我们 店 的 品牌 资质 审核 怎么 一直 不 通过 呀
__label__5	开通 T + 1 后 有没有 这样 的 账单
__label__0	我 的 后台 配送 时效 模板 不 对
__label__0	已经 开通 了 promise 服务 ， 也 设置 了 promise 时效 ， 前台 怎么 不 展示 了 ？
__label__5	你好 ， 我想 问下 对账 怎么 核对 ？   比如 店铺 的 收入 和 支出 明细 及 余额 在 哪里 查看
__label__0	发货 的 承诺 时间 怎么 改
__label__5	京东 推广 东 明细 在 哪里 查
__label__0	国庆 期间 几天 不 在 ， 不 发货 会 有 影响 吗
__label__9	拼团 还 没有 成功 的 订单 在 哪里 看
__label__6	品牌 类型 选择 好 了 ， 怎么 保存 不了
__label__5	我 的 账户 提现 显示 该 帐户 存在 倒挂 ， 怎么回事
__label__0	快递 时效 怎么 修改 不了
__label__5	商铺 明细 在 那 查询
__label__5	入驻 时 ， 可 忽略 京东 钱包 入驻 ， 入驻 时 哪里 可以 京东 钱包 入驻
__label__4	团长 免单 活动 期间 可以 修改 价格 吗
__label__6	进行 品牌 升级 ， 有 新 的 LOGO 和 英文名 ， 请问 怎么 让 目前 的 英文名 改为 新 的 英文名
__label__6	我 想 在 京东 添加 新 的 品牌
__label__0	怎么 开通 24 小时 出库
__label__5	费项 和 其他 费项 如何 查询 明细
__label__5	促销 服务费 在 哪 付款
__label__6	品牌 需要 什么 格式
__label__3	品牌 聚效 审核 也 是 每天 都 有人 上班 的 吧
__label__5	我们 上个月 的 保价 费 怎么 查询
__label__6	我要 新增 品牌 ， 怎么 做
__label__6	品牌 等级 如何 看
__label__4	报名 参加 3 免 1 会 自动 开通 运费 险 对 吗
__label__4	1 元拉新 活动 怎样 补贴
__label__5	月 账单 在 哪儿 找 ？
__label__0	延迟 发货 的 处罚 是 怎样 的
__label__5	钱包 的 费项 都 是 什么 费用 ？
__label__4	没 报名 活动 为什么 也 会 被 满减
__label__5	结算 单在 哪能 下载 啊
__label__5	结算 单 和 京东 钱包 怎么 对账
__label__5	怎么 绑定 提现 卡
__label__6	  修改 入驻 品牌 商标  
__label__4	京东 官方 活动 怎么 报名
__label__1	如何 把 企业 金库 的 钱 取出 来
__label__4	618 活动 满减 是 什么 规则 呢
__label__5	想要 导出 结算 单 ， 显示 下载 中断 怎么 处理
__label__2	拼购 订单 怎么 查询 呢
__label__6	怎么 上传 自己 的 品牌 到 类目
__label__0	我要 退出 承诺 配送 时效
__label__6	品牌 申请 的 网址 打不开
__label__6	检测 报告 都 是 需要 检测 什么
__label__0	京东 发货 时间 是 多久
__label__6	授权 专营店 模版
__label__4	报名 活动 一般 多久 审核 通过  
__label__5	京东 钱包 跑 哪里 了
__label__9	亲     拼购 在 哪里 建立 呢
__label__6	品牌 怎么 一直 不 审核
__label__1	顾客 退款 推到 了 小金库 里 ， 怎样才能 提出 来
__label__5	结算 单 有没有 截止 日期
__label__0	承诺 配送 时效 默认 的 模板 怎么 取消 默认
__label__0	配送 时效 模版 无法 修改
__label__6	产品 清单 中说 的 材质 怎样 填写
__label__5	在 哪里 结账
__label__6	京东 品牌 审核 是 多久 审核 一次
__label__5	怎么 查询 我 的 账户 资金
__label__5	京东 钱包 在 那里 注册
__label__5	京东 钱包 的 钱 体现 可以 体现 到 非公 账户 么
__label__6	品牌 列表 没有 为什么 可以 选 这个 品牌
__label__8	您好 ！ 商家 要 给 买家 运费 赔付 怎样 操作 ？
__label__6	品牌 街 活动 怎么 提报
__label__6	别人 授权 给 我 的 品牌 到期 了 ， 怎么 续期
__label__6	上 品牌 商标注册 证已 上传 为什么 被 退回 还是 需要 上传
__label__3	品牌 聚效 里面 的 京选 店铺 这个 功能
__label__3	品牌 聚效 的 落地 页 可以 放 首页 吗
__label__1	客户 小金库 不 激活 ， 可以 提现 吗
__label__5	钱包 联盟 结算 是 什么 意思  
__label__6	品牌 新增 怎么 操作
__label__6	商品 品牌 无 资质 怎么办
__label__0	设置 取消 承诺 配送 时效 （ Promise ）
__label__4	我 报名 了 的 活动 ， 要 去 哪里 看 是否 成功 呢
__label__5	我 店里 开通 了 T + 1 没 ， 能查 下 吗
__label__4	满 69 减 10 的 活动 是 怎么回事
__label__6	旗舰店 授权书 模板 在 哪个 位置
__label__0	您好 ， 延迟 发货 超时 的 ， 怎么 取消 ， 货 已经 发走 了
__label__9	拼团 暂停 怎么办 ？
__label__5	钱包 怎么 进去
__label__6	店铺 的 品牌 id 在 哪里 擦 看
__label__6	品牌 资质 未 通过 审核 怎么 处理
__label__8	运费 理赔 钱 是 到 哪里
__label__0	跟 客户 约定 发货 时间 怎么 备案
__label__6	品牌 审核 ， 需要 多久 的 时间 ？
__label__0	延迟 发货 预警 里面 的 延迟 发货 是 客户 投诉 的 还是 系统 自己 统计 的
__label__2	如何 取消 拼购 订单
__label__0	怎么 设置 发货 的 时间
__label__0	被 客户 投诉 不 发货 有 什么 处罚
__label__5	结算 单 确认 ， 如何 查看 还有 多少 单 未结算 ， 多少 钱 未 收回 呢
__label__1	小金库 我 可以 关闭 吗 ？
__label__5	更改 收款 账户 名称
__label__2	取消 正在 拼购 的 订单
__label__5	会计 对账 怎么 下载 月 账单 呢
__label__9	京东 拼单 在 哪 设置
__label__5	如何 核对 当月 账单
__label__9	京东 拼购 活动 如何 提报
__label__0	取消 承诺 配送 时效 服务
__label__9	拼购 取消 不了
__label__6	出版社 给 京东 授权 的 模板 从 哪 下载
__label__5	为什么 一个 订单 要分 两笔 结算 呢
__label__5	要 把 店关 了 账 上 的 钱 要 先 取出 吗
__label__9	京东 拼购团 怎么 进入
__label__0	延迟 发货 要 怎么 处理
__label__6	品牌 已 授权   产品 还是 不能 重新 上架
__label__6	品牌 资质 审核 未 通过 怎么 改
__label__4	店铺 3 免 1 还 在 审核 中 ， 时效 要 多久
__label__5	如何 启用 京东 钱包 交易 密码
__label__3	品牌 聚效 的 资源 位 pc 端 和 手机 端 都 有 哪些
__label__5	京东 T + 1 结算 怎么 开通 的
__label__5	结算 金额 不 对 怎么办
__label__5	客户 订单 结算 查询 在 哪里
__label__0	延时 发货 需要 赔偿 多少
__label__0	节假日 放假 可 延迟 发货 吗
__label__6	我 的 品牌 今天 能 给 审核 完成 吗  
__label__0	京东 规定 发货 时间
__label__5	客户 确认 收货 ， 货款 什么 时候 可以 到 钱包 里
__label__0	定做 产品 怎么 设置 时效
__label__0	京东 上架 pop 店铺 能 不能自己 设置 发货 时间
__label__9	拼购 在 那里
__label__4	活动中心 在 哪里
__label__4	报名 活动 对 商品 好评率 有 什么 要求
__label__9	拼购 店 怎么 创建 拼购
__label__4	报名 表格 怎么 填写
__label__5	这个 结算 账单 中 怎么 导月 账单
__label__5	现在 每天 收款 ， 在 哪个 界面 ？
__label__5	客户 下单 付款 钱 就 能 到 钱包 余额 中 吗
__label__0	发货 时效 是 48 小时 发货 和 有 物流 信息 对 吧
__label__2	客人 拼团 成功 ， 我 这边 后台 怎么 查不到 订单 ，
__label__8	直赔 在 买家 哪里
__label__0	延迟 发货 有 什么 责任
__label__4	活动 在 哪里 撤销
__label__6	京东 品牌 管理 在 哪
__label__5	钱包 那里 我 想 区分 每个 款 的 收入 ， 可以 吗
__label__5	拼购 店铺 的 结算 方式 是 怎么样 的
__label__4	平台 活动 的 满减 ， 怎么 计算 我 的 到手 价
__label__5	t + 1 结算 咨询 怎么 结算
__label__5	我 导出来 的 结算 单不对 跟 谁 联系
__label__0	延迟 报备 可以 延迟 多久 必须 发货 呢
__label__5	确认 收货 了 钱 怎么 还 没到 账
__label__2	拼购 促成 的 订单 在 哪里 看
__label__5	请问 订单 完成 后   货款 是 打 到 哪里 的  
__label__0	你好 ， 请问 一下 ， 就是 快递 买家 已经 签收 了 ， 为什么 还是 在 “ 延迟 处罚 预警 ” 那里 呢 ？
__label__5	钱包 在 哪 取现
__label__5	我要 问下 卖出去 的 钱 在 哪里 看
__label__9	如何 修改 拼 购价
__label__0	京东 有 延迟 发货 的 通知 吗
__label__6	怎么 上传 中国 有机 产品认证 书
__label__6	  自己 品牌 还 需要 上传 销售 授权书   吗
__label__6	旗舰店 商标 怎么 申请 更改
__label__5	物流 结算 哪里
__label__9	如何 设置 拼购 ?
__label__2	拼购 如何 取消 订单
__label__8	  赔付 额度 一天 是 多少  
__label__0	怎么 设置 延长 发货 时间
__label__0	超过 48 小时 发货 的 订单 如何 处理
__label__6	品牌 ID 在 哪 找 啊
__label__4	京东 官方 活动 报名 路径 在 哪里 刚 没有 找到
__label__9	京东 拼购 怎么 设置 ？
__label__5	京东 金融 在 哪
__label__6	申请 京东 品牌 需要 哪些 资料
__label__5	京东 钱包 打款 失败
__label__5	能 取消 开通 T + 1 吗
__label__5	T + 1 帐号 的 余额 怎么 不能 提现
__label__5	订单 结算 管理 显示 已清分 是 什么 意思
__label__5	京东 余额 在 哪
__label__4	平台 活动 怎么 装修
__label__5	如何 知道 客户 付款 的 钱 到 哪里
__label__5	青龙 运费 是 怎样 扣 的
__label__5	就是 没 开通 T + 1 前 的 款 怎么 提到 银行卡 呢
__label__5	京东 收款 订单 金额 在 哪里 查询 ？
__label__9	设置 拼 购入 口 ， 入口 在 哪
__label__0	如何 设置 店铺 的 订单 配送 时间
__label__5	京东 钱包 实名
__label__6	品牌 授权 在 哪个 地方 删除
__label__5	收款 管理 欠费 怎么办
__label__9	拼购 活动 新拉新 是 什么 意思 ？
__label__0	订单 长时间 不 出库 ， 有 什么 处罚
__label__0	发货 时效 怎么 更改
__label__6	你好 ，       请问 我 的 品牌 新 申请 的 品牌 审核 什么 时候 可以 通过  
__label__0	提不上 让 联系 客服 延迟 发货 ， 如何 报备
__label__0	厂家 自送 是否 考核 物流 时效
__label__6	品牌 授权 模板 有 吗
__label__5	京东 钱包 商户 名 在 哪 查看  
__label__4	以前 在 活动 报名 那 现在 找 不到 怎么办
__label__4	爸爸 节是 什么 活动
__label__0	如何 增加 物流 履约
__label__5	我 在 金刚 系统 里面 提交 了 这个 返利 信息 ， 为什么 没有 同意 两个 字 出现 呢 ？
__label__5	打款   到 京东 余额 后 ， 京东 余额 里 的 钱 能否 提现  
__label__0	国庆 可以 设置 不 发货 吗
__label__3	品牌 聚效 ， 为什么 一到 活动 节点 ， 我 出价 就 抢 不到 展位 了
__label__5	后台 申请 的 促销 推广 费 订单   多 生成 了 一单
__label__5	确认 收货 多久 京东 钱包 到 账
__label__9	拼购 信息 怎么弄
__label__5	你好       请问 客户 结算 是   t + 1 吗  
__label__0	超过 48 小时 未 发货 赔偿 多少 钱
__label__6	品牌 申请 被 驳回 ， 我 具体 要 上传 什么 文件 ， 有 什么 要求
__label__4	店铺 活动 没有 报名 ， 为什么 会 出现 活动 信息
__label__8	订单 如何 赔付
__label__2	拼购 的 订单 在 哪里 查看
__label__4	正常 活动 促销 的 商品 ， 可以 讲价 吗 ？
__label__5	账单 下载 没 内容
__label__4	9 。 9 元 活动 怎么 参与
__label__6	提示 品牌 名称 与 商标注册 证 不 一致 ， 是 什么 意思 呢
__label__5	钱包 账户 余额 哪里 产看
__label__4	满折 有没有 设置 成功 在 哪里 查
__label__8	为什么 无法 执行 商家 直 赔单 导出
__label__4	报名 活动 需要 什么 条件
__label__0	库房 搬迁 系统 预报 备 需要 准备 什么 材料
__label__5	拼购 店铺 货款 的 结算 周期 是 多久
__label__6	  品牌 纵横 在 哪里 看  
__label__5	入 京东 仓 每个 月 结算 运费 和 仓储 费是 什么 时间  
__label__5	哪里 开通 t + 1 结算
__label__6	我们 京东 丹东 特产 馆能 经营 羊奶 皂 吗 ？
__label__1	客户 反馈 说 账户 开通 不了 小金库 ， 这个 怎么 处理
__label__1	企业 金库 是 默认 开通 的 吗
__label__5	运费 结算 ， 没 办法 导出 明细 ， 怎么弄
__label__0	关于 京东 发货 预警 设置 ， 我们 如何 操作
__label__0	当日 发     要 怎么 开通 呢
__label__6	你好     品牌 快 过期 怎么 解决  
__label__5	京东 钱包 在 哪里找 来 着
__label__5	客户 确认 收货 后 多久 商家 可以 收到 货款
__label__0	没法 延时 发货 报备 怎么办
__label__5	钱包 余额 提到 基本 户要 多久 时间
__label__5	拼购 店 商品 多长时间 结算 一次
__label__4	怎么 设置 平台 活动
__label__5	返利 单在 哪里 看
__label__9	拼购 活动 在 哪里
__label__0	承诺 配送 时效 不 发货 会 怎么样
